Dealer PPM,Created On,Brand Affiliation,Build Date,Comment,Created By,Created By Delegate,Customer Name,Date failure,Date of Repair,Delivery Date,Event Type,Hours at failure,Modified By,Modified By Delegate,Modified On,Owner,Primary Affected Unit,Prime Product Application Category Code,Prime Product Application Category Name,Prime Product Application Code,Prime Product Application Name,Prime Product Family,Prime Product Family Code,Prime Product General Arrangement Number,Prime Product Model,Prime Product Source Facility,Product SNP,Record Created On,Serial Number,Service Meter Unit,SNP,Source Plant Code,Status,Status Reason,Work Order Number
CRM-630491-B6H3,5/25/2017 3:17,Caterpillar,11/5/2007,,"SAULNIER, BRIAN",,SHELL CANADA ENERGY,,,5/16/2008,Dealer PPM,,"SAULNIER, BRIAN",,5/25/2017 3:17,"SAULNIER, BRIAN",,107,MINING,590,Tar Sands/Oil Shale - Surface,Motor Graders,MG,2599204,24M,Decatur Plant,B9K,,B9K00259,,B9K,13,Active,Active,
CRM-630491-B6H3,5/25/2017 3:18,Caterpillar,12/19/2007,,"SAULNIER, BRIAN",,CANADIAN NATURAL RESOURCES LIMITED,,,3/25/2008,Dealer PPM,,"SAULNIER, BRIAN",,5/25/2017 3:18,"SAULNIER, BRIAN",,107,MINING,590,Tar Sands/Oil Shale - Surface,Motor Graders,MG,2599204,24M,Decatur Plant,B9K,,B9K00265,,B9K,13,Active,Active,
CRM-630491-B6H3,5/25/2017 3:18,Caterpillar,1/25/2008,,"SAULNIER, BRIAN",,SYNCRUDE CANADA LIMITED,,,3/21/2008,Dealer PPM,,"SAULNIER, BRIAN",,5/25/2017 3:18,"SAULNIER, BRIAN",,107,MINING,590,Tar Sands/Oil Shale - Surface,Motor Graders,MG,2599204,24M,Decatur Plant,B9K,,B9K00269,,B9K,13,Active,Active,
CRM-630491-B6H3,5/25/2017 3:19,Caterpillar,10/20/2008,,"SAULNIER, BRIAN",,CANADIAN NATURAL RESOURCES LTD,,,12/16/2008,Dealer PPM,,"SAULNIER, BRIAN",,5/25/2017 3:19,"SAULNIER, BRIAN",,107,MINING,590,Tar Sands/Oil Shale - Surface,Motor Graders,MG,2599204,24M,Decatur Plant,B9K,,B9K00307,,B9K,13,Active,Active,
CRM-630491-B6H3,5/25/2017 3:19,Caterpillar,11/20/2008,,"SAULNIER, BRIAN",,SUNCOR ENERGY OIL SANDS,,,3/16/2009,Dealer PPM,,"SAULNIER, BRIAN",,5/25/2017 3:19,"SAULNIER, BRIAN",,107,MINING,590,Tar Sands/Oil Shale - Surface,Motor Graders,MG,2599204,24M,Decatur Plant,B9K,,B9K00312,,B9K,13,Active,Active,
CRM-630491-B6H3,5/25/2017 3:20,Caterpillar,1/6/2009,,"SAULNIER, BRIAN",,SUNCOR ENERGY OIL SANDS,,,5/5/2009,Dealer PPM,,"SAULNIER, BRIAN",,5/25/2017 3:20,"SAULNIER, BRIAN",,107,MINING,590,Tar Sands/Oil Shale - Surface,Motor Graders,MG,2599204,24M,Decatur Plant,B9K,,B9K00319,,B9K,13,Active,Active,
CRM-630491-B6H3,5/25/2017 3:20,Caterpillar,12/22/2009,,"SAULNIER, BRIAN",,NORTH AMERICAN FLEET COMPANY,,,2/16/2010,Dealer PPM,,"SAULNIER, BRIAN",,5/25/2017 3:20,"SAULNIER, BRIAN",,107,MINING,590,Tar Sands/Oil Shale - Surface,Motor Graders,MG,2599204,24M,Decatur Plant,B9K,,B9K00348,,B9K,13,Active,Active,
CRM-630491-B6H3,5/25/2017 3:21,Caterpillar,5/13/2010,,"SAULNIER, BRIAN",,GRAHAM GROUP LTD,,,7/29/2010,Dealer PPM,,"SAULNIER, BRIAN",,5/25/2017 3:21,"SAULNIER, BRIAN",,107,MINING,590,Tar Sands/Oil Shale - Surface,Motor Graders,MG,2599204,24M,Decatur Plant,B9K,,B9K00362,,B9K,13,Active,Active,
CRM-630491-B6H3,5/25/2017 3:22,Caterpillar,6/3/2010,,"SAULNIER, BRIAN",,CANADIAN NATURAL RESOURCES LTD,,,8/6/2010,Dealer PPM,,"SAULNIER, BRIAN",,5/25/2017 3:22,"SAULNIER, BRIAN",,107,MINING,590,Tar Sands/Oil Shale - Surface,Motor Graders,MG,2599204,24M,Decatur Plant,B9K,,B9K00365,,B9K,13,Active,Active,
CRM-630491-B6H3,5/25/2017 3:22,Caterpillar,8/18/2010,,"SAULNIER, BRIAN",,SYNCRUDE CANADA LIMITED,,,10/27/2010,Dealer PPM,,"SAULNIER, BRIAN",,5/25/2017 3:22,"SAULNIER, BRIAN",,107,MINING,590,Tar Sands/Oil Shale - Surface,Motor Graders,MG,2599204,24M,Decatur Plant,B9K,,B9K00379,,B9K,13,Active,Active,
CRM-630491-B6H3,5/25/2017 3:23,Caterpillar,8/24/2010,,"SAULNIER, BRIAN",,SYNCRUDE CANADA LIMITED,,,10/29/2010,Dealer PPM,,"SAULNIER, BRIAN",,5/25/2017 3:23,"SAULNIER, BRIAN",,107,MINING,590,Tar Sands/Oil Shale - Surface,Motor Graders,MG,2599204,24M,Decatur Plant,B9K,,B9K00380,,B9K,13,Active,Active,
CRM-630491-B6H3,5/25/2017 3:23,Caterpillar,8/30/2010,,"SAULNIER, BRIAN",,SYNCRUDE CANADA LIMITED,,,11/15/2010,Dealer PPM,,"SAULNIER, BRIAN",,5/25/2017 3:23,"SAULNIER, BRIAN",,107,MINING,590,Tar Sands/Oil Shale - Surface,Motor Graders,MG,2599204,24M,Decatur Plant,B9K,,B9K00381,,B9K,13,Active,Active,
CRM-630491-B6H3,5/25/2017 3:24,Caterpillar,9/14/2010,,"SAULNIER, BRIAN",,SYNCRUDE CANADA LIMITED,,,11/15/2010,Dealer PPM,,"SAULNIER, BRIAN",,5/25/2017 3:24,"SAULNIER, BRIAN",,107,MINING,590,Tar Sands/Oil Shale - Surface,Motor Graders,MG,2599204,24M,Decatur Plant,B9K,,B9K00384,,B9K,13,Active,Active,
CRM-630491-B6H3,5/25/2017 3:24,Caterpillar,10/7/2010,,"SAULNIER, BRIAN",,SYNCRUDE CANADA LIMITED,,,12/7/2010,Dealer PPM,,"SAULNIER, BRIAN",,5/25/2017 3:24,"SAULNIER, BRIAN",,107,MINING,590,Tar Sands/Oil Shale - Surface,Motor Graders,MG,2599204,24M,Decatur Plant,B9K,,B9K00389,,B9K,13,Active,Active,
CRM-630491-B6H3,5/25/2017 3:32,Caterpillar,10/13/2010,,"SAULNIER, BRIAN",,SYNCRUDE CANADA LIMITED,,,12/27/2010,Dealer PPM,,"SAULNIER, BRIAN",,5/25/2017 3:32,"SAULNIER, BRIAN",,107,MINING,590,Tar Sands/Oil Shale - Surface,Motor Graders,MG,2599204,24M,Decatur Plant,B9K,,B9K00390,,B9K,13,Active,Active,
CRM-630491-B6H3,5/25/2017 3:32,Caterpillar,1/3/2011,,"SAULNIER, BRIAN",,SHELL CANADA ENERGY,,,4/25/2011,Dealer PPM,,"SAULNIER, BRIAN",,5/25/2017 3:32,"SAULNIER, BRIAN",,107,MINING,590,Tar Sands/Oil Shale - Surface,Motor Graders,MG,3664372,24M,Decatur Plant,B9K,,B9K00407,,B9K,13,Active,Active,
CRM-630491-B6H3,5/25/2017 3:33,Caterpillar,1/25/2011,,"SAULNIER, BRIAN",,SHELL CANADA ENERGY,,,5/1/2011,Dealer PPM,,"SAULNIER, BRIAN",,5/25/2017 3:33,"SAULNIER, BRIAN",,107,MINING,590,Tar Sands/Oil Shale - Surface,Motor Graders,MG,3664372,24M,Decatur Plant,B9K,,B9K00412,,B9K,13,Active,Active,
CRM-630491-B6H3,5/25/2017 3:33,Caterpillar,3/30/2011,,"SAULNIER, BRIAN",,IMPERIAL OIL RESOURCE VENTURES LIMITED,,,4/17/2012,Dealer PPM,,"SAULNIER, BRIAN",,5/25/2017 3:33,"SAULNIER, BRIAN",,107,MINING,590,Tar Sands/Oil Shale - Surface,Motor Graders,MG,3664372,24M,Decatur Plant,B9K,,B9K00428,,B9K,13,Active,Active,
CRM-630491-B6H3,5/25/2017 3:34,Caterpillar,4/26/2011,,"SAULNIER, BRIAN",,IMPERIAL OIL RESOURCE VENTURES LIMITED,,,4/22/2012,Dealer PPM,,"SAULNIER, BRIAN",,5/25/2017 3:34,"SAULNIER, BRIAN",,101,PETROLEUM,600,Mainline & Distribution Pipelines,Motor Graders,MG,3664372,24M,Decatur Plant,B9K,,B9K00436,,B9K,13,Active,Active,
CRM-630491-B6H3,5/25/2017 3:34,Caterpillar,6/27/2011,,"SAULNIER, BRIAN",,CANADIAN NATURAL RESOURCES LTD,,,9/1/2011,Dealer PPM,,"SAULNIER, BRIAN",,5/25/2017 3:34,"SAULNIER, BRIAN",,107,MINING,590,Tar Sands/Oil Shale - Surface,Motor Graders,MG,3664372,24M,Decatur Plant,B9K,,B9K00453,,B9K,13,Active,Active,
CRM-630491-B6H3,5/25/2017 3:35,Caterpillar,7/27/2011,,"SAULNIER, BRIAN",,SHELL CANADA ENERGY,,,10/29/2011,Dealer PPM,,"SAULNIER, BRIAN",,5/25/2017 3:35,"SAULNIER, BRIAN",,107,MINING,590,Tar Sands/Oil Shale - Surface,Motor Graders,MG,3664372,24M,Decatur Plant,B9K,,B9K00467,,B9K,13,Active,Active,
CRM-630491-B6H3,5/25/2017 3:35,Caterpillar,8/17/2011,,"SAULNIER, BRIAN",,SHELL CANADA ENERGY,,,4/26/2012,Dealer PPM,,"SAULNIER, BRIAN",,5/25/2017 3:35,"SAULNIER, BRIAN",,107,MINING,590,Tar Sands/Oil Shale - Surface,Motor Graders,MG,3664372,24M,Decatur Plant,B9K,,B9K00476,,B9K,13,Active,Active,
CRM-630491-B6H3,5/25/2017 3:36,Caterpillar,8/24/2011,,"SAULNIER, BRIAN",,SHELL CANADA ENERGY,,,10/28/2011,Dealer PPM,,"SAULNIER, BRIAN",,5/25/2017 3:36,"SAULNIER, BRIAN",,107,MINING,590,Tar Sands/Oil Shale - Surface,Motor Graders,MG,3664372,24M,Decatur Plant,B9K,,B9K00478,,B9K,13,Active,Active,
CRM-630491-B6H3,5/25/2017 3:36,Caterpillar,9/22/2011,,"SAULNIER, BRIAN",,SHELL CANADA ENERGY,,,10/28/2011,Dealer PPM,,"SAULNIER, BRIAN",,5/25/2017 3:36,"SAULNIER, BRIAN",,107,MINING,590,Tar Sands/Oil Shale - Surface,Motor Graders,MG,3664372,24M,Decatur Plant,B9K,,B9K00491,,B9K,13,Active,Active,
CRM-630491-B6H3,5/25/2017 3:36,Caterpillar,10/18/2011,,"SAULNIER, BRIAN",,SHELL CANADA ENERGY,,,6/23/2012,Dealer PPM,,"SAULNIER, BRIAN",,5/25/2017 3:36,"SAULNIER, BRIAN",,107,MINING,590,Tar Sands/Oil Shale - Surface,Motor Graders,MG,3664372,24M,Decatur Plant,B9K,,B9K00502,,B9K,13,Active,Active,
CRM-630491-B6H3,5/25/2017 3:38,Caterpillar,10/21/2011,,"SAULNIER, BRIAN",,SHELL CANADA ENERGY,,,1/1/2012,Dealer PPM,,"SAULNIER, BRIAN",,5/25/2017 3:38,"SAULNIER, BRIAN",,107,MINING,590,Tar Sands/Oil Shale - Surface,Motor Graders,MG,3664372,24M,Decatur Plant,B9K,,B9K00504,,B9K,13,Active,Active,
CRM-630491-B6H3,5/25/2017 3:38,Caterpillar,11/2/2011,,"SAULNIER, BRIAN",,CANADIAN NATURAL RESOURCES LTD,,,12/24/2011,Dealer PPM,,"SAULNIER, BRIAN",,5/25/2017 3:38,"SAULNIER, BRIAN",,107,MINING,590,Tar Sands/Oil Shale - Surface,Motor Graders,MG,3664372,24M,Decatur Plant,B9K,,B9K00509,,B9K,13,Active,Active,
CRM-630491-B6H3,5/25/2017 3:39,Caterpillar,7/2/2012,,"SAULNIER, BRIAN",,SHELL CANADA ENERGY,,,10/26/2012,Dealer PPM,,"SAULNIER, BRIAN",,5/25/2017 3:39,"SAULNIER, BRIAN",,107,MINING,590,Tar Sands/Oil Shale - Surface,Motor Graders,MG,3664372,24M,Decatur Plant,B9K,,B9K00611,,B9K,13,Active,Active,
CRM-630491-B6H3,5/25/2017 3:39,Caterpillar,7/5/2012,,"SAULNIER, BRIAN",,SHELL CANADA ENERGY,,,10/30/2012,Dealer PPM,,"SAULNIER, BRIAN",,5/25/2017 3:39,"SAULNIER, BRIAN",,107,MINING,590,Tar Sands/Oil Shale - Surface,Motor Graders,MG,3664372,24M,Decatur Plant,B9K,,B9K00612,,B9K,13,Active,Active,
CRM-630491-B6H3,5/25/2017 3:40,Caterpillar,7/24/2012,,"SAULNIER, BRIAN",,SHELL CANADA ENERGY,,,12/12/2012,Dealer PPM,,"SAULNIER, BRIAN",,5/25/2017 3:40,"SAULNIER, BRIAN",,107,MINING,590,Tar Sands/Oil Shale - Surface,Motor Graders,MG,3664372,24M,Decatur Plant,B9K,,B9K00618,,B9K,13,Active,Active,
CRM-630491-B6H3,5/25/2017 3:40,Caterpillar,7/29/2012,,"SAULNIER, BRIAN",,SUNCOR ENERGY OIL SANDS LIMITED PARTNERSHIP,,,11/15/2012,Dealer PPM,,"SAULNIER, BRIAN",,5/25/2017 3:40,"SAULNIER, BRIAN",,107,MINING,590,Tar Sands/Oil Shale - Surface,Motor Graders,MG,3664372,24M,Decatur Plant,B9K,,B9K00620,,B9K,13,Active,Active,
CRM-630491-B6H3,5/25/2017 3:40,Caterpillar,7/29/2012,,"SAULNIER, BRIAN",,SUNCOR ENERGY OIL SANDS LIMITED PARTNERSHIP,,,11/8/2012,Dealer PPM,,"SAULNIER, BRIAN",,5/25/2017 3:40,"SAULNIER, BRIAN",,107,MINING,590,Tar Sands/Oil Shale - Surface,Motor Graders,MG,3664372,24M,Decatur Plant,B9K,,B9K00621,,B9K,13,Active,Active,
CRM-630491-B6H3,5/25/2017 3:41,Caterpillar,8/21/2012,,"SAULNIER, BRIAN",,SHELL CANADA ENERGY,,,12/5/2012,Dealer PPM,,"SAULNIER, BRIAN",,5/25/2017 3:41,"SAULNIER, BRIAN",,107,MINING,590,Tar Sands/Oil Shale - Surface,Motor Graders,MG,3664372,24M,Decatur Plant,B9K,,B9K00630,,B9K,13,Active,Active,
CRM-630491-B6H3,5/25/2017 3:41,Caterpillar,8/31/2012,,"SAULNIER, BRIAN",,SHELL CANADA ENERGY,,,9/15/2013,Dealer PPM,,"SAULNIER, BRIAN",,5/25/2017 3:41,"SAULNIER, BRIAN",,107,MINING,590,Tar Sands/Oil Shale - Surface,Motor Graders,MG,3664372,24M,Decatur Plant,B9K,,B9K00634,,B9K,13,Active,Active,
CRM-630491-B6H3,5/25/2017 3:42,Caterpillar,9/21/2012,,"SAULNIER, BRIAN",,SUNCOR ENERGY OIL SANDS LIMITED PARTNERSHIP,,,11/7/2012,Dealer PPM,,"SAULNIER, BRIAN",,5/25/2017 3:42,"SAULNIER, BRIAN",,107,MINING,590,Tar Sands/Oil Shale - Surface,Motor Graders,MG,3664372,24M,Decatur Plant,B9K,,B9K00645,,B9K,13,Active,Active,
CRM-630491-B6H3,5/25/2017 3:42,Caterpillar,11/19/2012,,"SAULNIER, BRIAN",,SHELL CANADA ENERGY,,,9/15/2013,Dealer PPM,,"SAULNIER, BRIAN",,5/25/2017 3:42,"SAULNIER, BRIAN",,107,MINING,590,Tar Sands/Oil Shale - Surface,Motor Graders,MG,3664372,24M,Decatur Plant,B9K,,B9K00650,,B9K,13,Active,Active,
CRM-630491-B6H3,5/25/2017 3:43,Caterpillar,5/16/2013,,"SAULNIER, BRIAN",,SUNCOR ENERGY OIL SANDS LIMITED PARTNERSHIP,,,9/11/2013,Dealer PPM,,"SAULNIER, BRIAN",,5/25/2017 3:43,"SAULNIER, BRIAN",,107,MINING,590,Tar Sands/Oil Shale - Surface,Motor Graders,MG,3664372,24M,Decatur Plant,B9K,,B9K00661,,B9K,13,Active,Active,
CRM-630770-C7H9,5/25/2017 13:29,Caterpillar,2/24/2014,"RHS front axle shaft sheared at inner end of FD sun gear spline. Inner differential end spline was twisted and mating 330-4035 Brake Hub had also shattered. No visible defects reported on LHS front axle shaft or brake hub.

25mm (1"") copper electrical 10 core wire cable wrapped around RHS front wheel and caught up on cleaner bar, cleaner bar bent down and contacting wheel tips.  Removed cleaner bar fingers; mount still contacting wheel and oxy cut corner off to clear tip contact. Machine went back to work for 2-3 hrs when shift operator reported no drive from RHS front wheel. Remove axle cover and confirmed axle sheared off at start of sun gear spline and found sections of brake hub splines to be in axle splines - hub had also failed. 

Complete front axle group was removed and sent to HD Brisbane workshop for inspection. Found both front wheel hubs to also have cracks similar to previous rear hub cracking and they will have to be replaced.","Crowley, Darryl",,TRANSPACIFIC INDUSTRIES,5/14/2017,,10/22/2014,Dealer PPM,5943,"Crowley, Darryl",,5/25/2017 13:29,"Crowley, Darryl",,109,GENERAL INDUSTRIAL,321,Scrap Handling,Landfill Compactors,LC,4351220,836K,Aurora Plant,TWZ,,TWZ00426,,TWZ,12,Active,Active,117053829-001
CRM-630845-D8K7,5/25/2017 15:34,Caterpillar,10/18/2013,The second failure happened on the 2016-08-22.,"van Greune, Jaco",,DE BEERS CONSOLIDATED MINES LTD,5/16/2016,5/16/2016,1/13/2014,Dealer PPM,12541,"van Greune, Jaco",,7/5/2017 18:20,"van Greune, Jaco",,107,MINING,548,Specialized Metals - Surface,Hydraulic Shovels,HS,3965907,6060 FS,Cat Global Mining Hms Gmbh,DH3,,DH360161,,DH3,UC,Active,Active,
CRM-630845-D8K7,5/25/2017 15:35,Caterpillar,10/2/2013,,"van Greune, Jaco",,DE BEERS CONSOLIDATED MINES LTD,,,12/12/2013,Dealer PPM,,"van Greune, Jaco",,5/25/2017 15:35,"van Greune, Jaco",,107,MINING,548,Specialized Metals - Surface,Hydraulic Shovels,HS,3965907,6060 FS,Cat Global Mining Hms Gmbh,DH3,,DH360167,,DH3,UC,Active,Active,
CRM-630845-D8K7,5/25/2017 15:52,Caterpillar,8/5/2013,"The second failure happened 6518 hrs, on the 23 March 2016.","van Greune, Jaco",,SWAKOP URANIUM PTY LIMITED,12/19/2015,12/19/2015,1/22/2014,Dealer PPM,5271,"van Greune, Jaco",,7/5/2017 18:16,"van Greune, Jaco",,107,MINING,545,Uranium - Surface,Hydraulic Shovels,HS,3965907,6060 FS,Cat Global Mining Hms Gmbh,DH3,,DH360166,,DH3,UC,Active,Active,
CRM-630845-D8K7,5/25/2017 15:53,Caterpillar,10/10/2013,,"van Greune, Jaco",,SWAKOP URANIUM PTY LIMITED,4/13/2016,4/13/2016,2/27/2014,Dealer PPM,7467,"van Greune, Jaco",,7/5/2017 18:13,"van Greune, Jaco",,107,MINING,545,Uranium - Surface,Hydraulic Shovels,HS,3965907,6060 FS,Cat Global Mining Hms Gmbh,DH3,,DH360174,,DH3,UC,Active,Active,
CRM-630845-D8K7,5/25/2017 15:53,Caterpillar,7/11/2014,Machine has not failed yet.,"van Greune, Jaco",,SWAKOP URANIUM PTY LTD,,,9/30/2014,Dealer PPM,,"van Greune, Jaco",,7/5/2017 18:21,"van Greune, Jaco",,107,MINING,545,Uranium - Surface,Hydraulic Shovels,HS,3965907,6060 FS,Cat Global Mining Hms Gmbh,DH3,,DH360184,,DH3,UC,Active,Active,
CRM-630845-D8K7,5/25/2017 15:54,Caterpillar,10/15/2012,,"van Greune, Jaco",,DEBSWANA DIAMOND COMPANY PTY LTD,,,1/29/2013,Dealer PPM,,"van Greune, Jaco",,5/25/2017 15:54,"van Greune, Jaco",,107,MINING,570,Non-Metallic Minerals - Surface,Hydraulic Shovels,HS,3965907,6060 FS,Cat Global Mining Hms Gmbh,DH3,,DH360150,,DH3,UC,Active,Active,
CRM-630845-D8K7,5/25/2017 15:54,Caterpillar,11/21/2013,,"van Greune, Jaco",,BHP BILLITON ENERGY COAL SA PTY LTD,,,12/15/2014,Dealer PPM,,"van Greune, Jaco",,5/25/2017 15:54,"van Greune, Jaco",,107,MINING,510,Coal - Surface,Hydraulic Shovels,HS,3965907,6060 FS,Cat Global Mining Hms Gmbh,DH3,,DH360171,,DH3,UC,Active,Active,
CRM-630491-B6H3,5/26/2017 0:40,Caterpillar,7/31/1997,,"SAULNIER, BRIAN",,WISMUT GMBH,,,12/3/1997,Dealer PPM,,"User, System",,5/26/2017 13:39,"SAULNIER, BRIAN",,111,HEAVY CONSTRUCTION,200,Highways & Streets:  Construction,Motor Graders,MG,8X8400,24H,Cat Large Mining Prod (Jol),7KK,,7KK00046,,7KK,CH,Active,Active,
CRM-630491-B6H3,5/26/2017 0:40,Caterpillar,11/15/1999,,"SAULNIER, BRIAN",,SYNCRUDE CANADA LIMITED,,,12/21/1999,Dealer PPM,,"User, System",,5/26/2017 13:39,"SAULNIER, BRIAN",,107,MINING,590,Tar Sands/Oil Shale - Surface,Motor Graders,MG,8X8400,24H,Decatur Plant,7KK,,7KK00078,,7KK,13,Active,Active,
CRM-630491-B6H3,5/26/2017 0:40,Caterpillar,11/30/1999,,"SAULNIER, BRIAN",,SYNCRUDE CANADA LIMITED,,,12/30/1999,Dealer PPM,,"User, System",,5/26/2017 13:39,"SAULNIER, BRIAN",,107,MINING,590,Tar Sands/Oil Shale - Surface,Motor Graders,MG,8X8400,24H,Decatur Plant,7KK,,7KK00079,,7KK,13,Active,Active,
CRM-630491-B6H3,5/26/2017 0:40,Caterpillar,12/9/1999,,"SAULNIER, BRIAN",,SYNCRUDE CANADA LIMITED,,,1/10/2000,Dealer PPM,,"User, System",,6/23/2017 14:10,"SAULNIER, BRIAN",,107,MINING,590,Tar Sands/Oil Shale - Surface,Motor Graders,MG,8X8400,24H,Decatur Plant,7KK,,7KK00080,,7KK,13,Active,Active,
CRM-630491-B6H3,5/26/2017 0:40,Caterpillar,12/5/2000,,"SAULNIER, BRIAN",,SYNCRUDE CANADA LIMITED,,,1/10/2001,Dealer PPM,,"User, System",,5/26/2017 13:39,"SAULNIER, BRIAN",,107,MINING,590,Tar Sands/Oil Shale - Surface,Motor Graders,MG,8X8400,24H,Decatur Plant,7KK,,7KK00093,,7KK,13,Active,Active,
CRM-630491-B6H3,5/26/2017 0:40,Caterpillar,6/29/2001,,"SAULNIER, BRIAN",,SYNCRUDE CANADA LIMITED,,,8/14/2001,Dealer PPM,,"User, System",,5/26/2017 13:39,"SAULNIER, BRIAN",,107,MINING,590,Tar Sands/Oil Shale - Surface,Motor Graders,MG,8X8400,24H,Decatur Plant,7KK,,7KK00205,,7KK,13,Active,Active,
CRM-630491-B6H3,5/26/2017 0:40,Caterpillar,8/27/2001,,"SAULNIER, BRIAN",,SYNCRUDE CANADA LIMITED,,,10/15/2001,Dealer PPM,,"User, System",,5/26/2017 13:39,"SAULNIER, BRIAN",,107,MINING,590,Tar Sands/Oil Shale - Surface,Motor Graders,MG,8X8400,24H,Decatur Plant,7KK,,7KK00206,,7KK,13,Active,Active,
CRM-630491-B6H3,5/26/2017 0:40,Caterpillar,7/19/2002,,"SAULNIER, BRIAN",,SYNCRUDE CANADA LIMITED,,,12/31/2002,Dealer PPM,,"User, System",,6/23/2017 14:10,"SAULNIER, BRIAN",,107,MINING,590,,Motor Graders,MG,8X8400,24H,Decatur Plant,7KK,,7KK00216,,7KK,13,Active,Active,
CRM-630491-B6H3,5/26/2017 0:40,Caterpillar,8/23/2002,,"SAULNIER, BRIAN",,SYNCRUDE CANADA LIMITED,,,12/31/2002,Dealer PPM,,"User, System",,5/26/2017 13:39,"SAULNIER, BRIAN",,107,MINING,590,Tar Sands/Oil Shale - Surface,Motor Graders,MG,8X8400,24H,Decatur Plant,7KK,,7KK00217,,7KK,13,Active,Active,
CRM-630491-B6H3,5/26/2017 0:40,Caterpillar,11/27/2002,,"SAULNIER, BRIAN",,SYNCRUDE CANADA LIMITED,,,12/31/2002,Dealer PPM,,"User, System",,5/26/2017 13:39,"SAULNIER, BRIAN",,107,MINING,590,Tar Sands/Oil Shale - Surface,Motor Graders,MG,8X8400,24H,Decatur Plant,7KK,,7KK00220,,7KK,13,Active,Active,
CRM-630491-B6H3,5/26/2017 0:40,Caterpillar,10/23/2003,,"SAULNIER, BRIAN",,SYNCRUDE CANADA LIMITED,,,11/12/2003,Dealer PPM,,"User, System",,6/23/2017 14:10,"SAULNIER, BRIAN",,107,MINING,590,,Motor Graders,MG,8X8400,24H,Decatur Plant,7KK,,7KK00233,,7KK,13,Active,Active,
CRM-630491-B6H3,5/26/2017 0:40,Caterpillar,12/3/2003,,"SAULNIER, BRIAN",,SYNCRUDE CANADA LIMITED,,,5/20/2004,Dealer PPM,,"User, System",,5/26/2017 13:39,"SAULNIER, BRIAN",,107,MINING,590,Tar Sands/Oil Shale - Surface,Motor Graders,MG,8X8400,24H,Decatur Plant,7KK,,7KK00236,,7KK,13,Active,Active,
CRM-630491-B6H3,5/26/2017 0:40,Caterpillar,9/30/2004,,"SAULNIER, BRIAN",,SYNCRUDE CANADA LIMITED,,,11/5/2004,Dealer PPM,,"User, System",,5/26/2017 13:39,"SAULNIER, BRIAN",,107,MINING,590,Tar Sands/Oil Shale - Surface,Motor Graders,MG,8X8400,24H,Decatur Plant,7KK,,7KK00263,,7KK,13,Active,Active,
CRM-630491-B6H3,5/26/2017 0:40,Caterpillar,10/7/2004,,"SAULNIER, BRIAN",,SYNCRUDE CANADA LIMITED,,,11/17/2004,Dealer PPM,,"User, System",,5/26/2017 13:39,"SAULNIER, BRIAN",,107,MINING,590,Tar Sands/Oil Shale - Surface,Motor Graders,MG,8X8400,24H,Decatur Plant,7KK,,7KK00264,,7KK,13,Active,Active,
CRM-630491-B6H3,5/26/2017 0:40,Caterpillar,2/14/2005,,"SAULNIER, BRIAN",,CANADIAN NATURAL RESOURCES LTD,,,5/30/2005,Dealer PPM,,"User, System",,5/26/2017 13:39,"SAULNIER, BRIAN",,107,MINING,590,Tar Sands/Oil Shale - Surface,Motor Graders,MG,8X8400,24H,Decatur Plant,7KK,,7KK00279,,7KK,13,Active,Active,
CRM-630491-B6H3,5/26/2017 0:40,Caterpillar,7/21/2005,,"SAULNIER, BRIAN",,SYNCRUDE CANADA LIMITED,,,9/1/2005,Dealer PPM,,"User, System",,5/26/2017 13:39,"SAULNIER, BRIAN",,107,MINING,590,Tar Sands/Oil Shale - Surface,Motor Graders,MG,8X8400,24H,Decatur Plant,7KK,,7KK00295,,7KK,13,Active,Active,
CRM-630491-B6H3,5/26/2017 0:40,Caterpillar,5/22/2006,,"SAULNIER, BRIAN",,CANADIAN NATURAL RESOURCES LTD,,,8/3/2006,Dealer PPM,,"User, System",,5/26/2017 13:39,"SAULNIER, BRIAN",,107,MINING,590,Tar Sands/Oil Shale - Surface,Motor Graders,MG,8X8400,24H,Decatur Plant,7KK,,7KK00320,,7KK,13,Active,Active,
CRM-630491-B6H3,5/26/2017 0:40,Caterpillar,6/21/2006,,"SAULNIER, BRIAN",,SYNCRUDE CANADA LIMITED,,,7/28/2006,Dealer PPM,,"User, System",,5/26/2017 13:39,"SAULNIER, BRIAN",,107,MINING,590,Tar Sands/Oil Shale - Surface,Motor Graders,MG,8X8400,24H,Decatur Plant,7KK,,7KK00325,,7KK,13,Active,Active,
CRM-630491-B6H3,5/26/2017 0:40,Caterpillar,6/21/2007,,"SAULNIER, BRIAN",,CANADIAN NATURAL RESOURCES LTD,,,4/9/2008,Dealer PPM,,"User, System",,5/26/2017 13:39,"SAULNIER, BRIAN",,107,MINING,590,Tar Sands/Oil Shale - Surface,Motor Graders,MG,8X8400,24H,Decatur Plant,7KK,,7KK00376,,7KK,13,Active,Active,
CRM-630491-B6H3,5/26/2017 0:40,Caterpillar,6/27/2007,,"SAULNIER, BRIAN",,CANADIAN NATURAL RESOURCES LTD,,,3/17/2008,Dealer PPM,,"User, System",,6/23/2017 14:10,"SAULNIER, BRIAN",,107,MINING,590,,Motor Graders,MG,8X8400,24H,Decatur Plant,7KK,,7KK00377,,7KK,13,Active,Active,
