Warranty Claim,Transaction Type,Transaction Description,Posting Date,Registration Number,Registration Date,Currency,Settlement Number,Settlement Date,Status,Serial Number,Customer Name,Sales Office,Area,Region,Service Order,Job Control,Claim Class,Invoiced Parts,Invoiced Labor,Invoiced Travel,Invoiced Vehicle,Invoiced Misc,Invoiced Total,Expected Settle Parts,Expected Settle Labor,Expected Settle Travel,Expected Settle Vehicle,Expected Settle Misc,Claimed Parts,Claimed Labor,Claimed Travel,Claimed Vehicle,Claimed Misc,Claimed Total,Settled Total
0073094254,YW01,"WRT - RT403 - Air Pressure Low,,",5/4/2020,L8U1325,5/5/2020,USD,C86SC 157173,5/5/2020,Closed,KDP01156,INTERNAL TRAKINDO TU,0G38,NORTHERN KALIMANTAN,SANGATTA,8600194999,2W,G07,"1,280.65",967.56,85.36,0.00,25.63,"2,359.20","1,280.65",0.00,0.00,0.00,0.00,"1,034.45",0.00,0.00,0.00,0.00,"1,280.65","1,280.65"
0073094256,YW01,AC CAN’T FUNCTION CO2220,5/4/2020,L8U1197,5/4/2020,USD,C86SC 157057,5/5/2020,Closed,PRB00417,PT. CIPTA KRIDATAMA,0F03,SUMATERA,PEKAN BARU,8600182065,2W,G07,635.42,353.60,0.00,0.00,0.00,989.02,635.42,0.00,0.00,0.00,0.00,513.26,0.00,0.00,0.00,0.00,635.42,635.42
0073094257,YW01,09_HT107_3F601239_EXHAUST PIPE RIPPED,5/4/2020,L8U1199,5/4/2020,USD,C86SC 156592,5/4/2020,Closed,3F601239,PT. BUMI SUKSESINDO,0A09,JAVA,SURABAYA,8600203129,2W,G07,414.36,43.98,0.00,0.00,4.39,462.73,414.36,0.00,0.00,0.00,0.00,334.70,0.00,0.00,0.00,0.00,414.36,414.36
0073094258,YW01,J21T_ HOIST CYLINDER STAGING.,5/5/2020,L8U1535,5/5/2020,USD,C86SC 157917,5/7/2020,Closed,FKR01141,PT. PETROSEA TBK,0H64,SOUTHERN KALIMANTAN,TANJUNG,8600184019,2W,G27,143.04,"4,518.95",341.44,0.00,0.00,"5,003.43",143.04,0.00,0.00,0.00,0.00,115.54,0.00,0.00,0.00,0.00,143.04,143.04
0073094259,YW01,J21T_Product link pl121 satellite ra,5/5/2020,L8U1442,5/5/2020,USD,,,Registered,KHN00316,PT. USAHA SEDERHANA BERSAMA,0H64,SOUTHERN KALIMANTAN,TANJUNG,8600100798,2X,G21,0.00,56.96,148.05,0.00,0.00,205.01,0.00,56.96,148.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0073094280,YW01,EPP Replace hose (460-6586) from Transmi,5/5/2020,L8U1393,5/5/2020,USD,C86SC 157368,5/6/2020,Closed,KDP01080,PT. VALE INDONESIA TBK,0B48,EAST INDONESIA,SOROAKO,8600208636,2G,G19,302.04,131.94,0.00,0.00,0.00,433.98,302.04,0.00,0.00,0.00,0.00,243.85,0.00,0.00,0.00,0.00,301.89,301.89
0073094281,YW01,J361_G110_ENGINE MAKE VENTILATE,5/5/2020,L8U1517,5/5/2020,USD,,,Registered,93U03668,PT. KALTIM PRIMA COAL,0G38,NORTHERN KALIMANTAN,SANGATTA,8600188331,2W,G27,"25,271.09","8,224.26",0.00,0.00,319.69,"33,815.04","25,271.09",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0073094334,YW01,J244_Replace seal o-ring,5/6/2020,L8U1875,5/6/2020,USD,C86SC 157439,5/6/2020,Closed,R5A00299,PT. PRIMAGUNA EQUIPMENT,0F23,SUMATERA,PALEMBANG,8600193188,2W,G07,2.38,0.00,0.00,0.00,0.00,2.38,2.38,0.00,0.00,0.00,0.00,1.92,0.00,0.00,0.00,0.00,2.38,2.38
0073094332,YW01,Unsolicited Settlement EP%37664,5/6/2020,H5Z7271,5/1/2020,USD,86SC 287586,5/5/2020,Closed,YBP00995,INTERNAL TRAKINDO TU,0Z02,TRAKINDO UTAMA,TRAKINDO UTAMA,,,E35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,680.00,-680.00,-680.00
0073094333,YW01,Unsolicited Settlement EP%37669,5/6/2020,H5Z7276,5/1/2020,USD,86SC 287587,5/5/2020,Closed,RK800290,INTERNAL TRAKINDO TU,0Z02,TRAKINDO UTAMA,TRAKINDO UTAMA,,,E35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,670.00,-670.00,-670.00
0073094335,YW01,J244_ENGINE HARD TO START EX 8500079256,5/6/2020,L8U1904,5/6/2020,USD,C86SC 157862,5/7/2020,Closed,BZP01864,CV. BANGUN PERSADA,0F23,SUMATERA,PALEMBANG,8600194572,2W,G27,"1,368.50",0.00,0.00,0.00,0.00,"1,368.50","1,368.50",0.00,0.00,0.00,0.00,"1,105.41",0.00,0.00,0.00,0.00,"1,368.50","1,368.50"
0073094336,YW01,"J361_RD3287 _Inspect Bladder,,",5/6/2020,L8U1956,5/6/2020,USD,C86SC 157488,5/6/2020,Closed,APX01272,PT. THIESS CONTRACTORS INDONESIA,0G38,NORTHERN KALIMANTAN,SANGATTA,8600193864,2W,G27,"1,064.92",335.35,85.36,0.00,4.28,"1,489.91","1,064.92",0.00,0.00,0.00,0.00,860.19,0.00,0.00,0.00,0.00,"1,064.92","1,064.92"
0073094337,YW01,J198_Replace New Transmission Software,5/6/2020,L8U1954,5/6/2020,USD,C86SC 157486,5/6/2020,Pending,SZN20216,INTERNAL TRAKINDO TU,0F24,SUMATERA,PALEMBANG,8600174385,2X,G13,0.00,32.09,0.00,0.00,0.00,32.09,0.00,32.09,0.00,0.00,0.00,0.00,36.54,0.00,0.00,0.00,36.54,36.54
0073094338,YW01,BGN_WTY_TA7055_WATER PUMP LEAKING,5/6/2020,L8U2023,5/6/2020,USD,C86SC 157520,5/6/2020,Pending,3F600607,PT. MADHANI TALATAH NUSANTARA,0G38,NORTHERN KALIMANTAN,SANGATTA,8600200419,2G,G19,669.73,659.70,0.00,0.00,17.09,"1,346.52",669.73,87.96,0.00,0.00,0.00,540.98,97.44,0.00,0.00,0.00,821.27,821.27
0073094339,YW01,Reworking 551-6393 harness assembly on c,5/6/2020,L8U2030,5/6/2020,USD,C86SC 157525,5/6/2020,Closed,RK800324,INTERNAL TRAKINDO TU,0F24,SUMATERA,PALEMBANG,8600195947,2X,G13,0.64,24.36,0.00,0.00,0.00,25.00,0.64,24.36,0.00,0.00,0.00,0.53,24.36,0.00,0.00,0.00,25.07,25.07
0073094400,YW01,BGN_TR5008_SEAL YOKE TC LEAK_WTY,5/6/2020,,,USD,,,Created,APX01739,PT. MADHANI TALATAH NUSANTARA,0G38,NORTHERN KALIMANTAN,SANGATTA,8600198299,2W,G27,65.71,648.71,42.68,0.00,11.75,768.85,65.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0073094401,YW01,"BGN_WTY_TR3212_PUMP DRIVE LEAKING,,",5/6/2020,,,USD,,,Created,FKR01761,PT. MADHANI TALATAH NUSANTARA,0G69,NORTHERN KALIMANTAN,SANGATTA,8600199505,2W,G27,0.00,307.86,0.00,0.00,12.81,320.67,0.00,0.00,0.00,0.00,12.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0073094402,YW01,PS46421- REPLACING THE ENGINE COUPLING,5/6/2020,L8U2055,5/6/2020,USD,,,Registered,FKD00156,INTERNAL TRAKINDO TU,0F24,SUMATERA,PALEMBANG,8600171699,2X,G11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0073094403,YW01,J218_32F_AC PROBLEM NOT COLD,5/6/2020,L8U2038,5/6/2020,USD,C86SC 157895,5/7/2020,Closed,PRB00424,PT. RIMBA PERKASA UTAMA,0G32,NORTHERN KALIMANTAN,SAMARINDA,8600203517,2W,G07,620.63,263.88,0.00,0.00,19.81,904.32,620.63,0.00,0.00,0.00,19.81,501.31,0.00,0.00,0.00,0.00,620.62,620.62
0073094404,YW01,BGN_WTY_BD6027_WATER PUMP LEAKING,5/6/2020,,,USD,,,Created,9EM08013,PT. MADHANI TALATAH NUSANTARA,0G69,NORTHERN KALIMANTAN,SANGATTA,8600200794,2W,G27,0.00,"2,045.07",128.04,0.00,0.00,"2,173.11",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0073094405,YW01,J218_32D_HD77108CT_ECM PROBLEM:,5/6/2020,L8U2052,5/6/2020,USD,,,Registered,KDP00837,PT. HARMONI PANCA UTAMA,0G06,NORTHERN KALIMANTAN,SAMARINDA,8600202491,2G,G19,0.00,0.00,0.00,0.00,65.21,65.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0073094406,YW01,"""EXCT62012_REPLACE CYL LINER PS53806"".",5/6/2020,L8U2063,5/6/2020,USD,,,Registered,DNR00150,PT. BUKIT MAKMUR MANDIRI UTAMA,0H64,SOUTHERN KALIMANTAN,TANJUNG,8500091076,1X,G11,"5,718.25","5,222.63",682.88,0.00,0.00,"11,623.76","3,631.39","2,611.32",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0073094407,YW01,J218_SCC-0G32-WRMU-INSPECT-HYD OIL LEAKS,5/6/2020,L8U2058,5/6/2020,USD,C86SC 157539,5/6/2020,Closed,TWG00845,PT. INDO PERKASA,0G32,NORTHERN KALIMANTAN,SAMARINDA,8600208575,2W,G07,166.03,615.72,0.00,0.00,96.20,877.95,166.03,0.00,0.00,0.00,0.00,134.11,0.00,0.00,0.00,0.00,166.03,166.03
0073094408,YW01,J183_56F_INSTALL NEW TRANSMISSION SOFT,5/6/2020,L8U2059,5/6/2020,USD,C86SC 157534,5/6/2020,Closed,R9H00648,PT. SAPTAINDRA SEJATI,0G56,NORTHERN KALIMANTAN,BALIKPAPAN,8600213579,2X,G11,0.00,28.97,0.00,0.00,0.00,28.97,0.00,28.97,0.00,0.00,0.00,0.00,36.54,0.00,0.00,0.00,36.54,36.54
0073094409,YW01,INSPECT AND REWORK STICK CYLINDER 6015B.,5/6/2020,,,USD,,,Created,FKD00156,INTERNAL TRAKINDO TU,0F24,SUMATERA,PALEMBANG,8600171584,2G,G21,277.92,362.06,149.92,0.00,"1,187.78","1,977.68",277.92,362.06,149.92,0.00,"1,187.78",0.00,0.00,0.00,0.00,0.00,0.00,0.00
0073094420,YW01,WPMU - Install Radiator Ground Strip.,5/6/2020,,,USD,,,Created,FKD00156,PT. CIPTA KRIDATAMA,0F24,SUMATERA,PALEMBANG,8600176263,2G,G21,0.00,0.00,0.00,0.00,72.56,72.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0073094421,YW01,Replacing the transmission software onc.,5/6/2020,L8U2070,5/6/2020,USD,C86SC 157547,5/6/2020,Closed,SZN10233,PT. ABUN SENDI,0F24,SUMATERA,PALEMBANG,8600180547,2G,G13,0.00,36.54,42.68,19.50,0.00,98.72,0.00,36.54,42.68,19.50,0.00,0.00,36.54,42.68,19.50,0.00,98.72,98.72
0073094443,YW01,Updating product link pl121 satellite ra,5/7/2020,L8U2415,5/7/2020,USD,,,Registered,FKR00287,PT. PETROSEA TBK,0H64,SOUTHERN KALIMANTAN,TANJUNG,8600092064,2X,G21,0.00,81.10,"1,105.66",401.20,0.00,"1,587.96",0.00,81.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0073094444,YW01,Updating product link pl121 satellite ra,5/7/2020,L8U2426,5/7/2020,USD,,,Registered,BJ602328,PT. PETROSEA TBK,0H64,SOUTHERN KALIMANTAN,TANJUNG,8600094740,2X,G21,0.00,58.89,129.31,23.80,0.00,212.00,0.00,1.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0073094445,YW01,PSP FOR UPDATE SOFTWARE,5/7/2020,L8U2467,5/7/2020,USD,,,Registered,R9J00591,PT. SIMS JAYA KALTIM,0H64,SOUTHERN KALIMANTAN,TANJUNG,8600079010,2X,G21,0.00,8.69,149.92,54.40,0.00,213.01,0.00,8.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0073094190,YW01,EPP Repair rear brake chamber due to int,5/2/2020,L8U0876,5/2/2020,USD,C86SC 156852,5/5/2020,Closed,KDP01079,PT. VALE INDONESIA TBK,0B48,EAST INDONESIA,SOROAKO,8600208102,2G,G19,919.34,351.84,0.00,0.00,0.00,"1,271.18",919.34,0.00,0.00,0.00,0.00,742.60,0.00,0.00,0.00,0.00,919.34,919.34
0073094196,YW01,Trucking Unit 3F600931,5/2/2020,L8U0912,5/2/2020,USD,,,Registered,3F600931,INTERNAL TRAKINDO TU,0A10,JAVA,JAKARTA,8600149874,2G,G03,0.00,0.00,0.00,0.00,"1,324.16","1,324.16",0.00,0.00,0.00,0.00,"1,324.16",0.00,0.00,0.00,0.00,0.00,0.00,0.00
0073094197,YW01,Trucking Unit 3F600997,5/2/2020,L8U0913,5/2/2020,USD,,,Registered,3F600997,INTERNAL TRAKINDO TU,0A10,JAVA,JAKARTA,8600149875,2G,G03,0.00,0.00,0.00,0.00,"1,324.16","1,324.16",0.00,0.00,0.00,0.00,"1,324.16",0.00,0.00,0.00,0.00,0.00,0.00,0.00
0073094198,YW01,Trucking Unit 3F601001,5/2/2020,L8U0914,5/2/2020,USD,,,Registered,3F601001,INTERNAL TRAKINDO TU,0A10,JAVA,JAKARTA,8600149876,2G,G03,0.00,0.00,0.00,0.00,"1,324.16","1,324.16",0.00,0.00,0.00,0.00,"1,324.16",0.00,0.00,0.00,0.00,0.00,0.00,0.00
0073094199,YW01,Trucking Unit 3F601032,5/2/2020,L8U0915,5/2/2020,USD,,,Registered,3F601032,INTERNAL TRAKINDO TU,0A10,JAVA,JAKARTA,8600149877,2G,G03,0.00,0.00,0.00,0.00,"1,324.16","1,324.16",0.00,0.00,0.00,0.00,"1,324.16",0.00,0.00,0.00,0.00,0.00,0.00,0.00
0073094200,YW01,J22Z_WRTY Perform PS54097 Rotary Joint,5/3/2020,L8U0984,5/4/2020,USD,C86SC 156901,5/5/2020,Pending,FKD00162,PT. KARYA KHARISMA MANDIRI,0H86,SOUTHERN KALIMANTAN,BATU LICIN,8600184964,2X,G07,0.00,0.00,0.00,0.00,454.60,454.60,0.00,0.00,0.00,0.00,198.50,"1,042.14",730.80,0.00,0.00,198.50,"2,323.68","2,323.68"
0073094233,YW01,J218_32D_ MUD FLAP IMPROVEMENT,5/4/2020,,,USD,,,Created,PRB00325,PT. HARMONI PANCA UTAMA,0G32,NORTHERN KALIMANTAN,SAMARINDA,8600179175,2G,G21,"4,021.34",593.73,170.72,0.00,99.25,"4,885.04","4,021.34",593.73,170.72,0.00,99.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0073094234,YW01,J218_32D_ MUD FLAP IMPROVEMENT,5/4/2020,,,USD,,,Created,PRB00329,PT. HARMONI PANCA UTAMA,0G32,NORTHERN KALIMANTAN,SAMARINDA,8600179178,2G,G21,"4,021.34",175.92,170.72,0.00,99.25,"4,467.23","4,021.34",175.92,170.72,0.00,99.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0073094235,YW01,J361- RT3002_PS53803 - REPAIR XMSN,5/4/2020,L8U1343,5/5/2020,USD,,,Registered,3F600647,INTERNAL TRAKINDO TU,0G38,NORTHERN KALIMANTAN,SANGATTA,8600186329,2X,G11,"14,163.54","8,960.93",0.00,0.00,639.53,"23,764.00","14,163.54","1,869.15",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0073094236,YW01,F2W_SIB1251890,5/4/2020,L8U1186,5/4/2020,USD,C86SC 156587,5/4/2020,Closed,TWM06860,PT. CIPTA KRIDATAMA,0G31,NORTHERN KALIMANTAN,BALIKPAPAN,8600210568,2W,E11,0.00,0.00,0.00,0.00,423.45,423.45,0.00,0.00,0.00,0.00,423.45,0.00,0.00,0.00,0.00,423.45,423.45,423.45
0073094237,YW01,J192 - TTT00459 - SIB1250994_SEND Hose,5/4/2020,L8U1348,5/5/2020,USD,C86SC 157900,5/7/2020,Closed,TTT00459,PT. PEMBANGUNAN PERUMAHAN PRESISI T,0A37,SOUTHERN KALIMANTAN,PONTIANAK,8600189562,2W,G07,0.00,0.00,0.00,0.00,188.37,188.37,0.00,0.00,0.00,0.00,188.37,0.00,0.00,0.00,0.00,188.37,188.37,188.37
0073094238,YW01,J218_32F Warr Trans Bolt Problem TR-3210,5/4/2020,NC73094238,5/4/2020,USD,NC-LOISROIL,5/4/2020,Closed,FKR00578,PT. MADHANI TALATAH NUSANTARA,0G32,NORTHERN KALIMANTAN,SAMARINDA,8600184996,2W,G23,0.00,22.00,0.00,0.00,0.00,22.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0073094239,YW01,J218_32F Warranty FD RH Weeping BD-6013,5/4/2020,NC73094239,5/4/2020,USD,NC-LOISROIL,5/4/2020,Closed,9EM05342,PT. MADHANI TALATAH NUSANTARA,0G32,NORTHERN KALIMANTAN,SAMARINDA,8600197215,2W,G23,0.00,263.88,0.00,0.00,88.38,352.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0073094260,YW01,J218_32F_PS53580 SL.03Oct2017,5/4/2020,NC73094260,5/4/2020,USD,NC-LCISROIL,5/4/2020,Closed,GAY10025,INTERNAL TRAKINDO TU,0G32,NORTHERN KALIMANTAN,SAMARINDA,8600162838,2L,G23,909.14,77.24,0.00,0.00,3.53,989.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0073094261,YW01,PS54273_REPLACE HANDLE DOOR,5/4/2020,L8U1193,5/4/2020,USD,C86SC 157055,5/5/2020,Closed,KDP00972,PT. SATRIA BAHANA SARANA,0F63,SUMATERA,PALEMBANG,8600204140,2X,G11,95.39,21.99,0.00,0.00,0.00,117.38,95.39,21.99,0.00,0.00,0.00,77.05,24.36,0.00,0.00,0.00,127.45,127.45
0073094262,YW01,RESEAL CYLINDER ARTICULATION,5/4/2020,L8U1190,5/4/2020,USD,C86SC 156588,5/4/2020,Closed,E9S00314,PT. BUKIT ASAM TBK,0F63,SUMATERA,PALEMBANG,8600205985,2W,G07,102.08,0.00,0.00,0.00,0.00,102.08,102.08,0.00,0.00,0.00,0.00,82.46,0.00,0.00,0.00,0.00,102.09,102.09
0073094263,YW01,09_HT107_3F601239_SENSOR AC FAILURE,5/5/2020,L8U1309,5/5/2020,USD,C86SC 156775,5/4/2020,Closed,3F601239,PT. BUMI SUKSESINDO,0A09,JAVA,SURABAYA,8600211152,2W,G07,34.40,65.97,0.00,0.00,4.39,104.76,34.40,0.00,0.00,0.00,0.00,27.79,0.00,0.00,0.00,0.00,34.40,34.40
0073094264,YW01,F2W_Core Radiator Leaks,5/5/2020,L8U1544,5/5/2020,USD,C86SC 157918,5/7/2020,Closed,BZP02719,PT. TRIDAYA HUTAN LESTARI,0G31,NORTHERN KALIMANTAN,BALIKPAPAN,8600209118,2W,G27,"1,234.99",0.00,0.00,0.00,21.67,"1,256.66","1,234.99",0.00,0.00,0.00,21.67,997.57,0.00,0.00,0.00,21.67,"1,256.66","1,256.66"
0073094265,YW01,J359_WARRANTY PN 365-4922 ref 8700006929,5/5/2020,L8U1318,5/5/2020,USD,C86SC 156777,5/4/2020,Closed,FKR01778,PT. SAPTAINDRA SEJATI,0W57,PRODUCT SUPPORT,CRC,8600178142,2W,G27,"1,216.90",0.00,0.00,0.00,0.00,"1,216.90","1,216.90",0.00,0.00,0.00,0.00,982.96,0.00,0.00,0.00,0.00,"1,216.90","1,216.90"
0073094267,YW01,J359_WARRANTY PN 341-8543 ref 8700006929,5/5/2020,L8U1333,5/5/2020,USD,C86SC 157178,5/5/2020,Closed,FKR01778,PT. SAPTAINDRA SEJATI,0W57,PRODUCT SUPPORT,CRC,8600178143,2W,G27,779.07,0.00,0.00,0.00,0.00,779.07,779.07,0.00,0.00,0.00,0.00,629.30,0.00,0.00,0.00,0.00,779.07,779.07
0073094266,YW01,"J361_RB2015_TravelAlarmNotFunction,,",5/5/2020,,,USD,,,In Process,YBP00874,INTERNAL TRAKINDO TU,0G38,NORTHERN KALIMANTAN,SANGATTA,8600195255,2W,G23,0.00,98.96,0.00,0.00,2.56,101.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0073094268,YW01,SCC_0G32_WRMU TSHOOT PL NOT RPTG,5/5/2020,L8U1339,5/5/2020,USD,C86SC 157450,5/6/2020,Closed,RK800290,CV. RACHMAT MANDIRI,0G31,NORTHERN KALIMANTAN,BALIKPAPAN,8600203143,2W,G07,366.49,65.97,85.36,0.00,32.20,550.02,366.49,0.00,0.00,0.00,0.00,296.01,0.00,0.00,0.00,0.00,366.46,363.79
0073094269,YW01,J361_PS54257__RepWornClutchTrans:,5/5/2020,L8U1346,5/5/2020,USD,C86SC 157851,5/7/2020,Pending,SZN10309,PT. BUDHI WIGUNA PRIMA,0G38,NORTHERN KALIMANTAN,SANGATTA,8600194704,2X,G11,"3,097.94","1,660.25",213.40,0.00,122.09,"5,093.68","3,097.94","1,660.25",0.00,0.00,0.00,"2,502.44","1,839.18",0.00,0.00,0.00,"5,187.44","5,187.44"
0073094270,YW01,J218_32F Warr Problem Hyd Low GR-2010,5/5/2020,NC73094270,5/5/2020,USD,NC-LOISROIL,5/5/2020,Closed,B9J00271,PT. MADHANI TALATAH NUSANTARA,0G05,NORTHERN KALIMANTAN,SAMARINDA,8600206491,2W,G23,0.00,0.00,0.00,0.00,91.47,91.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0073094271,YW01,J218_32F_PS46128_18Feb2019 6015B RH.,5/5/2020,NC73094271,5/5/2020,USD,NC-JCISROIL,5/5/2020,Closed,FKD00149,PT. BUKIT MAKMUR MANDIRI UTAMA,0G32,NORTHERN KALIMANTAN,SAMARINDA,8600181548,2X,G23,0.00,22.00,85.36,0.00,35.64,143.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0073094272,YW01,J218_32F_FKD00149_HYD CYL BUCKET,5/5/2020,NC73094272,5/5/2020,USD,NC-LOISROIL,5/5/2020,Closed,FKD00149,PT. BUKIT MAKMUR MANDIRI UTAMA,0G32,NORTHERN KALIMANTAN,SAMARINDA,8600182841,2G,G23,0.00,21.99,0.00,0.00,21.38,43.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0073094316,YW01,J215 - PI33112 - REP TRANS SOFTWARE,5/5/2020,L8U1613,5/5/2020,USD,C86SC 157220,5/5/2020,Closed,SZN01911,PT. BERKAT KARUNIA PHALA,0F20,SUMATERA,PEKAN BARU,8600208845,2X,G13,0.00,0.00,0.00,0.00,173.31,173.31,0.00,0.00,0.00,0.00,0.00,0.00,36.54,0.00,0.00,0.00,36.54,36.54
0073094317,YW01,09_CD002_TJL07126_HOSE GP VIBRATORY LEAK,5/5/2020,L8U1620,5/5/2020,USD,C86SC 157226,5/5/2020,Closed,TJL07126,PT. BUMI SUKSESINDO,0A09,JAVA,SURABAYA,8600208666,2W,G07,62.35,43.98,0.00,0.00,4.39,110.72,62.35,0.00,0.00,0.00,0.00,50.36,0.00,0.00,0.00,0.00,62.35,62.35
0073094318,YW01,07_PS46515_MNB01189_Install PL542V2,5/5/2020,L8U1622,5/5/2020,USD,C86SC 157612,5/6/2020,Pending,MNB01189,PT. REMBANG BANGUN PERSADA,0A07,JAVA,SURABAYA,8600205124,2X,G11,395.30,87.96,42.68,0.00,51.86,577.80,395.30,28.59,0.00,0.00,0.00,319.30,31.66,0.00,0.00,0.00,458.88,458.88
0073094319,YW01,09_HT110_3F601245_REGASKET ENG CYL HEAD,5/5/2020,L8U1624,5/5/2020,USD,C86SC 157227,5/5/2020,Closed,3F601245,PT. BUMI SUKSESINDO,0A09,JAVA,SURABAYA,8600204297,2W,G07,"1,026.23",769.65,0.00,0.00,313.84,"2,109.72",858.62,0.00,0.00,0.00,167.61,693.49,0.00,0.00,0.00,167.61,"1,026.15","1,026.15"
0073094340,YW01,J183_56F-Troubleshooting PLE631 TR-3326,5/6/2020,L8U1768,5/6/2020,USD,C86SC 157662,5/6/2020,Closed,KDP01102,PT. MADHANI TALATAH NUSANTARA,0G56,NORTHERN KALIMANTAN,BALIKPAPAN,8600207388,2W,G07,"1,257.13",131.94,170.72,0.00,51.20,"1,610.99","1,257.13",0.00,0.00,0.00,0.00,"1,015.45",0.00,0.00,0.00,0.00,"1,257.13","1,257.13"
0075000935,YW03,J183_56F-FRONT SUSP RH LEAKING-FKR01662,5/6/2020,,,IDR,,,In Process,FKR01662,PT. MADHANI TALATAH NUSANTARA,0G56,NORTHERN KALIMANTAN,BALIKPAPAN,8600194259,2W,G51,"22,310,430.00","24,000,000.00",0.00,0.00,"3,521,150.00","49,831,580.00","22,310,430.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0073094341,YW01,J217_WRTY _Inspect Final Drive,5/6/2020,NC73094341,5/6/2020,USD,NC-LOYUDIIS,5/6/2020,Closed,TTT00603,PT. BERKAH ANUGERAH RIZQI ABADI COO,0H34,SOUTHERN KALIMANTAN,BANJARMASIN,8600195744,2W,G23,0.00,472.79,42.68,0.00,45.96,561.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0073094342,YW01,J249_WRTY_UNIT 305 LOW POWER,5/6/2020,L8U1860,5/6/2020,USD,C86SC 157836,5/7/2020,Closed,WE207609,CV. IFA GRAHA CONSULTANT,0H36,SOUTHERN KALIMANTAN,BANJARMASIN,8600205646,2W,G07,"1,279.00",615.72,85.36,0.00,324.34,"2,304.42","1,279.00",0.00,0.00,0.00,0.00,"1,033.08",0.00,0.00,0.00,0.00,"1,278.95","1,278.95"
0073094343,YW01,Replace ECM Unit CO2093,5/6/2020,,,USD,,,In Process,BDA00972,PT. CIPTA KRIDATAMA,0F03,SUMATERA,PEKAN BARU,8600183544,2W,G19,"2,222.56",0.00,0.00,0.00,0.00,"2,222.56","2,222.56",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0073094344,YW01,J183_56F_Troubleshooting PL malfunction,5/6/2020,L8U1901,5/6/2020,USD,C86SC 157471,5/6/2020,Closed,ME405128,INTERNAL TRAKINDO TU,0G56,NORTHERN KALIMANTAN,BALIKPAPAN,8600202599,2W,G07,190.86,868.61,256.08,0.00,906.18,"2,221.73",190.86,0.00,0.00,0.00,0.00,154.17,0.00,0.00,0.00,0.00,190.86,190.86
0073094450,YW01,J248_switch lock hyd malfungtion,5/7/2020,L8U2374,5/7/2020,USD,,,Registered,TTT00490,PT. TANJUNG POWER INDONESIA,0H35,SOUTHERN KALIMANTAN,TANJUNG,8600194668,2G,G07,38.54,241.89,85.36,0.00,47.04,412.83,38.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0073094451,YW01,J248_TCS Solenoid Voltage Above Normal,5/7/2020,L8U2576,5/8/2020,USD,,,Registered,KDP00721,PT. SAPTAINDRA SEJATI,0H35,SOUTHERN KALIMANTAN,TANJUNG,8600194262,2G,G19,"1,875.57",428.81,0.00,0.00,7.12,"2,311.50","1,875.57",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
