Warranty Claim,Transaction Type,Transaction Description,Posting Date,Registration Number,Registration Date,Currency,Settlement Number,Settlement Date,Status,Serial Number,Customer Name,Sales Office,Area,Region,Service Order,Job Control,Claim Class,Invoiced Parts,Invoiced Labor,Invoiced Travel,Invoiced Vehicle,Invoiced Misc,Invoiced Total,Expected Settle Parts,Expected Settle Labor,Expected Settle Travel,Expected Settle Vehicle,Expected Settle Misc,Claimed Parts,Claimed Labor,Claimed Travel,Claimed Vehicle,Claimed Misc,Claimed Total,Settled Total
0073094303,YW01,P1 R/I Reseal yoke accessories drive sha,5/5/2020,,,USD,NC-LOANDRISANJAYA,,In Process,99Z00025,PT. VALE INDONESIA TBK,0B48,EAST INDONESIA,SOROAKO,8600208720,2W,G23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0073094304,YW01,"J218_32D_SOS F/DRIVE X, MAGNETIC PLUG X",5/5/2020,,,USD,,,Created,DWJ00553,PT. HARMONI PANCA UTAMA,0G32,NORTHERN KALIMANTAN,SAMARINDA,8600188829,2G,G19,"20,025.52","2,638.81",0.00,0.00,420.60,"23,084.93","20,025.52",0.00,0.00,0.00,128.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0073094305,YW01,J217_WRTY Replace Connector TR3015,5/5/2020,L8U1596,5/5/2020,USD,C86SC 157924,5/7/2020,Closed,FKR00209,PT. MADHANI TALATAH NUSANTARA,0H34,SOUTHERN KALIMANTAN,BANJARMASIN,8600193982,2W,G27,9.15,98.96,85.36,0.00,86.96,280.43,9.15,0.00,0.00,0.00,0.00,7.39,0.00,0.00,0.00,0.00,9.15,9.15
0073094359,YW01,J218_32F_Warranty FD RH Particle 330GC,5/6/2020,L8U1918,5/6/2020,USD,,,Registered,FEK00690,PT. CIPTA KRIDATAMA,0G32,NORTHERN KALIMANTAN,SAMARINDA,8600172833,2W,G21,"16,770.34",285.87,0.00,0.00,102.51,"17,158.72","16,770.34",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0073094380,YW01,Replace Injector.,5/6/2020,L8U2010,5/6/2020,USD,,,Registered,JBC00637,PT. KURNIA LUWUK SEJATI,0B47,EAST INDONESIA,MAKASAR,8600187523,2W,G27,"1,087.84",241.89,42.68,0.00,207.04,"1,579.45","1,087.84",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0073094381,YW01,SCC-0G31-WRTPU-773E-REGASKET EXHAUST,5/6/2020,L8U2021,5/6/2020,USD,C86SC 157519,5/6/2020,Closed,ASK00493,PT. CIPTA KRIDATAMA,0G31,NORTHERN KALIMANTAN,BALIKPAPAN,8600206041,2W,G27,259.61,43.98,42.68,0.00,113.10,459.37,259.61,0.00,0.00,0.00,0.00,209.73,0.00,0.00,0.00,0.00,259.65,259.65
0073094382,YW01,Replace Injector,5/6/2020,L8U2054,5/6/2020,USD,C86SC 157537,5/6/2020,Closed,ZBT00468,I WAYAN DURIANA,0B47,EAST INDONESIA,MAKASAR,8600189655,2G,G07,355.81,439.80,170.72,0.00,142.67,"1,109.00",355.81,0.00,0.00,0.00,0.00,287.41,0.00,0.00,0.00,0.00,355.81,355.81
0073094383,YW01,ZBT00430 OIL PAN & FRONT HOUSING LEAK.,5/6/2020,L8U2062,5/6/2020,USD,C86SC 157542,5/6/2020,Closed,ZBT00430,H. HANAFI,0B51,EAST INDONESIA,MAKASAR,8600193776,2G,G07,233.19,197.91,256.08,0.00,172.16,859.34,153.08,0.00,0.00,0.00,55.87,123.66,0.00,0.00,0.00,55.87,208.96,208.96
0073094384,YW01,ZBT00463 OIL PAN & FRONT HOUSING LEAK.,5/6/2020,L8U2067,5/6/2020,USD,C86SC 157544,5/6/2020,Closed,ZBT00463,CV. MUSFAT,0B51,EAST INDONESIA,MAKASAR,8600193777,2G,G07,265.37,395.82,256.08,0.00,172.16,"1,089.43",185.26,0.00,0.00,0.00,55.87,149.65,0.00,0.00,0.00,55.87,241.14,241.14
0073094385,YW01,ZBT00463 PS54085 PTS SWITH REPLACE,5/6/2020,L8U2069,5/6/2020,USD,C86SC 157546,5/6/2020,Pending,ZBT00463,CV. MUSFAT,0B51,EAST INDONESIA,MAKASAR,8600196391,2X,G11,248.88,11.00,256.08,0.00,8.65,524.61,248.88,11.00,0.00,0.00,0.00,201.03,12.18,0.00,0.00,0.00,281.16,281.16
0073094386,YW01,YBP00639 E-FAN FAILURE,5/6/2020,L8U2442,5/7/2020,USD,,,Registered,YBP00639,PT. JOMBANG MINERAL ENERGI,0B51,EAST INDONESIA,MAKASAR,8600205483,2W,G07,266.00,131.94,426.80,0.00,99.22,923.96,266.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0073094387,YW01,Investigation Brake Intermitten Problem,5/6/2020,,,USD,,,In Process,KDP00966,PT. HARMONI PANCA UTAMA,0H04,SOUTHERN KALIMANTAN,TANJUNG,8600192013,2W,G23,0.00,"1,858.16",21.34,0.00,339.32,"2,218.82",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0073094460,YW01,J218_SCC-0G32-WRMU-REPLACE HOSE WIPER,5/7/2020,NC73094460,5/7/2020,USD,NC-LVISROIL,5/7/2020,Closed,TWG00864,PT. INDO PERKASA,0G32,NORTHERN KALIMANTAN,SAMARINDA,8600209588,2W,G23,5.12,43.98,0.00,0.00,60.48,109.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0073094461,YW01,J218_SCC-0G32-WRMU-TSHOOT-D3K-ENGINE,5/7/2020,NC73094461,5/7/2020,USD,NC-LOISROIL,5/7/2020,Closed,LT307120,CV. ADI JAYA PRIMA,0G32,NORTHERN KALIMANTAN,SAMARINDA,8600207713,2W,G23,0.00,197.91,0.00,0.00,66.67,264.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0073094462,YW01,J218_SCC-0G32-WRNTYPD-TSHOOT-LAMP OFF,5/7/2020,NC73094462,5/7/2020,USD,NC-LOISROIL,5/7/2020,Closed,E9600144,PT. MULTINDO PRIMA TEKNIK,0G32,NORTHERN KALIMANTAN,SAMARINDA,8600210618,2W,G23,0.00,32.99,0.00,0.00,48.10,81.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0073094463,YW01,J218_SCC-0G32-WRMU-TSHOOT-AC SYSTEM,5/7/2020,NC73094463,5/7/2020,USD,NC-LOISROIL,5/7/2020,Closed,MES10061,PT. INTAN PERMATA SEJATI,0G32,NORTHERN KALIMANTAN,SAMARINDA,8600207991,2W,G23,0.00,483.78,0.00,0.00,167.65,651.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0073094464,YW01,J218_32F_TRANSMISSION PROBLEM,5/7/2020,L8U2435,5/7/2020,USD,,,Registered,PRB00412,PT. RIMBA PERKASA UTAMA,0G32,NORTHERN KALIMANTAN,SAMARINDA,8600200838,2G,G19,"1,339.90","1,536.00",0.00,0.00,532.97,"3,408.87","1,339.90",881.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0073094086,YW01,Unsolicited Settlement CU%06094,5/1/2020,L8T9809,4/29/2020,USD,86SC 287392,4/30/2020,Closed,FTP00113,INTERNAL TRAKINDO TU,0Z02,TRAKINDO UTAMA,TRAKINDO UTAMA,,,E35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,737.03,-737.03,-737.03
0073094087,YW01,Unsolicited Settlement CU%06095,5/1/2020,L8T9810,4/29/2020,USD,86SC 287393,4/30/2020,Closed,JEN00249,INTERNAL TRAKINDO TU,0Z02,TRAKINDO UTAMA,TRAKINDO UTAMA,,,E35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,921.29,-921.29,-921.29
0073094088,YW01,Unsolicited Settlement CU%06097,5/1/2020,L8T9812,4/29/2020,USD,86SC 287395,4/30/2020,Closed,XBA10272,INTERNAL TRAKINDO TU,0Z02,TRAKINDO UTAMA,TRAKINDO UTAMA,,,E35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,675.61,-675.61,-675.61
0073094089,YW01,Unsolicited Settlement CU%06099,5/1/2020,L8T9814,4/29/2020,USD,86SC 287397,4/30/2020,Closed,ZBH11118,INTERNAL TRAKINDO TU,0Z02,TRAKINDO UTAMA,TRAKINDO UTAMA,,,E35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,552.78,-552.78,-552.78
0073094130,YW01,Unsolicited Settlement EP%37638,5/1/2020,H5Z7186,4/29/2020,USD,86SC 287404,4/30/2020,Closed,SZN20153,INTERNAL TRAKINDO TU,0Z02,TRAKINDO UTAMA,TRAKINDO UTAMA,,,E35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,790.00,-790.00,-790.00
0073094131,YW01,Unsolicited Settlement EP%37639,5/1/2020,H5Z7187,4/29/2020,USD,86SC 287405,4/30/2020,Closed,SZN20158,INTERNAL TRAKINDO TU,0Z02,TRAKINDO UTAMA,TRAKINDO UTAMA,,,E35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,790.00,-790.00,-790.00
0073094132,YW01,Unsolicited Settlement OTH09073,5/1/2020,L8U0430,4/30/2020,USD,86SC 287426,4/30/2020,Pending,ZBT00422,INTERNAL TRAKINDO TU,0Z02,TRAKINDO UTAMA,TRAKINDO UTAMA,,,E35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,314.60","-1,314.60","-1,314.60"
0073094133,YW01,2W-Replace hose transmission oil cooler,5/1/2020,L8U0662,5/1/2020,USD,C86SC 156420,5/1/2020,Closed,KDP01109,INTERNAL TRAKINDO TU,0R59,MINING BHJ,BATU HIJAU,8600185048,2W,G07,163.05,109.95,0.00,0.00,0.00,273.00,163.05,0.00,0.00,0.00,0.00,131.70,0.00,0.00,0.00,0.00,163.04,163.04
0073094134,YW01,ENGINE LOW POWER,5/1/2020,L8U0732,5/1/2020,USD,C86SC 156428,5/1/2020,Closed,PRB00407,PT. PRIMA INDOJAYA MANDIRI,0F63,SUMATERA,PALEMBANG,8600204735,2G,G19,32.86,549.76,21.34,0.00,23.94,627.90,32.86,0.00,0.00,0.00,23.94,26.54,0.00,0.00,0.00,0.00,35.51,35.51
0073094135,YW01,Replace Hose Lines PUMP HYD,5/1/2020,L8U0746,5/1/2020,USD,C86SC 156729,5/4/2020,Closed,RAB00650,PT. PRIMATAMA ENERGI NUSANTARA,0F63,SUMATERA,PALEMBANG,8600207144,2W,G07,145.48,417.82,0.00,0.00,23.94,587.24,145.48,0.00,0.00,0.00,23.94,117.51,0.00,0.00,0.00,0.00,145.48,145.48
0073094136,YW01,LEAKS HOSE TRANSMISSION,5/1/2020,L8U0765,5/1/2020,USD,C86SC 156439,5/1/2020,Closed,KDP00971,PT. SATRIA BAHANA SARANA,0F63,SUMATERA,PALEMBANG,8600205583,2W,G19,162.71,208.91,0.00,0.00,0.00,371.62,162.71,0.00,0.00,0.00,0.00,131.43,0.00,0.00,0.00,0.00,162.71,162.71
0073094138,YW01,J361_TR5011_TR5011 Turbocharger Failure,5/4/2020,L8U1173,5/4/2020,USD,C86SC 157389,5/6/2020,Closed,APX01742,PT. MADHANI TALATAH NUSANTARA,0G38,NORTHERN KALIMANTAN,SANGATTA,8600176760,2W,G27,"3,090.18","1,044.53",42.68,0.00,17.09,"4,194.48","3,090.18",0.00,0.00,0.00,17.09,"2,496.08",0.00,0.00,0.00,0.00,"3,090.15","3,090.15"
0073094139,YW01,J218_SCC-0G32-PS54213 SL. 26NOV2019,5/4/2020,L8U0997,5/4/2020,USD,C86SC 156904,5/5/2020,Pending,PRB00273,PT. KALTIM DIAMOND COAL,0G32,NORTHERN KALIMANTAN,SAMARINDA,,2G,G11,"2,998.85",538.76,0.00,0.00,228.40,"3,766.01","1,119.14",0.00,0.00,0.00,0.00,"2,397.84",0.00,0.00,0.00,0.00,"3,208.31","1,347.49"
0073094210,YW01,PS46113_REPLACING THE 6V-2404 LOCKWASHER,5/4/2020,L8U2503,5/7/2020,USD,,,Registered,TTT00550,PT. MANGGALA USAHA MANUNGGAL,0F63,SUMATERA,PALEMBANG,8600192087,2X,G11,"4,215.38",351.84,0.00,0.00,0.00,"4,567.22","4,215.38",351.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0073094211,YW01,Leaks Oil Front Suspension.,5/4/2020,L8U1104,5/4/2020,USD,C86SC 156982,5/5/2020,Closed,KDP00971,PT. SATRIA BAHANA SARANA,0F63,SUMATERA,PALEMBANG,8600194466,2W,G07,"2,716.01",714.69,0.00,0.00,316.80,"3,747.50","2,716.01",0.00,0.00,0.00,316.80,"2,193.86",0.00,0.00,0.00,0.00,"2,716.00","2,716.00"
0073094212,YW01,PS46464 _Replacing the fuse/relay film,5/4/2020,L8U1115,5/4/2020,USD,C86SC 156993,5/5/2020,Closed,FEK00196,INTERNAL TRAKINDO TU,0F63,SUMATERA,PALEMBANG,8600194557,2X,G11,15.65,21.99,0.00,0.00,0.00,37.64,15.65,21.99,0.00,0.00,0.00,12.66,24.36,0.00,0.00,0.00,41.30,29.12
0073094292,YW01,J192 - D5X00108-WTY CCUE _T/S STEERING,5/5/2020,NC73094292,5/5/2020,USD,NC-LOHABIBI,5/5/2020,Closed,D5X00108,CV. PRIMA JASA,0A37,SOUTHERN KALIMANTAN,PONTIANAK,8600210441,2S,G23,0.00,307.86,384.12,0.00,276.55,968.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0073094293,YW01,J21Z HOSE TRANSMISSION LEAK DT 541,5/5/2020,L8U1526,5/5/2020,USD,C86SC 157201,5/5/2020,Closed,KDP01248,PT. SAPTAINDRA SEJATI,0H45,SOUTHERN KALIMANTAN,BANJARMASIN,8600202336,2W,G07,140.60,1.76,213.40,0.00,116.75,472.51,140.60,0.00,0.00,0.00,0.00,113.64,0.00,0.00,0.00,0.00,140.69,140.69
0073094294,YW01,J21Z Trans solenoid current below normal,5/5/2020,L8U1541,5/5/2020,USD,C86SC 157594,5/6/2020,Closed,SZN20324,PT. NURKALIZA MAJU BERSAUDARA,0H45,SOUTHERN KALIMANTAN,BANJARMASIN,8600201452,2W,G07,151.68,311.60,85.36,0.00,0.00,548.64,151.68,0.00,0.00,0.00,0.00,122.52,0.00,0.00,0.00,0.00,151.68,151.68
0073094295,YW01,J21Z Replace sensor gp liquid level,5/5/2020,L8U1547,5/5/2020,USD,C86SC 157597,5/6/2020,Closed,SZN20324,PT. NURKALIZA MAJU BERSAUDARA,0H45,SOUTHERN KALIMANTAN,BANJARMASIN,8600201452,2W,G07,100.57,597.47,0.00,0.00,149.00,847.04,100.57,0.00,0.00,0.00,0.00,81.23,0.00,0.00,0.00,0.00,100.56,100.27
0073094296,YW01,J21Z ALTERNATOR NOT CHARGE HDCT77243,5/5/2020,L8U1575,5/5/2020,USD,C86SC 157922,5/7/2020,Closed,FKR00524,PT. BUKIT MAKMUR MANDIRI UTAMA,0H45,SOUTHERN KALIMANTAN,BANJARMASIN,8600189070,2W,G53,623.48,439.80,0.00,0.00,0.00,"1,063.28",623.48,0.00,0.00,0.00,0.00,503.62,0.00,0.00,0.00,0.00,623.48,623.48
0073094297,YW01,J22U - P/STOCK 5T5185 PINION_1400453591,5/5/2020,L8U1572,5/5/2020,USD,C86SC 157921,5/7/2020,Closed,99Z00001,INTERNAL TRAKINDO TU,0R59,MINING BHJ,BATU HIJAU,8600205478,2W,G33,952.94,0.00,0.00,0.00,0.00,952.94,952.94,0.00,0.00,0.00,0.00,769.74,0.00,0.00,0.00,0.00,952.94,952.94
0073094298,YW01,J183_70-RESEAL FR COVER ENGINE-GDCT24011,5/5/2020,NC73094298,5/5/2020,USD,NC-LVMFAISALRACHMAN,5/5/2020,Closed,B9K00626,PT. BUKIT MAKMUR MANDIRI UTAMA,0G70,NORTHERN KALIMANTAN,BALIKPAPAN,8600193612,2W,G23,39.94,"1,319.40",0.00,0.00,7.13,"1,366.47",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0073094299,YW01,J21Z Rear Suspension Rh leak,5/5/2020,L8U1582,5/5/2020,USD,C86SC 157216,5/5/2020,Closed,BDA01109,PT. CIPTA KRIDATAMA,0H45,SOUTHERN KALIMANTAN,BANJARMASIN,8600201378,2W,G27,90.89,898.07,85.36,0.00,163.24,"1,237.56",90.89,0.00,0.00,0.00,0.00,73.41,0.00,0.00,0.00,0.00,90.88,90.88
0073094320,YW01,J183_70-Rplc LHSwing Brake Section,5/5/2020,L8U1744,5/6/2020,USD,C86SC 157932,5/7/2020,Closed,DNR00117,PT. BUKIT MAKMUR MANDIRI UTAMA,0G70,NORTHERN KALIMANTAN,BALIKPAPAN,8600194138,2X,G11,"4,333.80",263.88,0.00,0.00,407.28,"5,004.96","4,333.80",263.88,0.00,0.00,385.90,"3,500.60",292.32,0.00,0.00,385.90,"5,362.02","4,976.12"
0073094321,YW01,J21Z PS46527-Reworking cab door,5/5/2020,L8U1594,5/5/2020,USD,C86SC 157606,5/6/2020,Closed,KDP00767,PT. SAPTAINDRA SEJATI,0H45,SOUTHERN KALIMANTAN,BANJARMASIN,8600189644,2X,G11,145.94,225.40,42.68,0.00,610.10,"1,024.12",145.94,109.95,0.00,0.00,465.74,116.47,121.80,0.00,0.00,465.74,743.38,743.38
0073094322,YW01,J21Z PS46527 Reworking cab door,5/5/2020,L8U1602,5/5/2020,USD,C86SC 157221,5/5/2020,Closed,KDP00748,PT. SAPTAINDRA SEJATI,0H45,SOUTHERN KALIMANTAN,BANJARMASIN,8600189645,2X,G11,145.94,109.95,42.68,0.00,"1,284.87","1,583.44",145.94,109.95,0.00,0.00,300.00,116.47,121.80,0.00,0.00,300.00,577.64,577.64
0073094323,YW01,J21Z PS46527 Reworking cab door DT448,5/5/2020,L8U1607,5/5/2020,USD,C86SC 157610,5/6/2020,Closed,KDP00710,PT. SAPTAINDRA SEJATI,0H45,SOUTHERN KALIMANTAN,BANJARMASIN,8600189646,2X,G11,145.94,225.40,42.68,0.00,610.10,"1,024.12",145.94,109.95,0.00,0.00,465.74,116.47,121.80,0.00,0.00,465.74,743.38,743.38
0073094325,YW01,J217 CS533E Engine Bubble,5/6/2020,NC73094325,5/6/2020,USD,NC-LOMKAMALUDDIN,5/6/2020,Closed,TJL04178,PT. CIPTA KRIDATAMA,0H34,SOUTHERN KALIMANTAN,BANJARMASIN,8600168919,2W,G23,0.00,28.98,0.00,0.00,834.86,863.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0073094394,YW01,Updating product link pl121 satellite ra,5/7/2020,,,USD,,,Created,MDJ00477,DARWIANSYAH,0H64,SOUTHERN KALIMANTAN,TANJUNG,8600132047,2X,G21,0.00,38.62,0.00,0.00,0.00,38.62,0.00,38.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0073094395,YW01,Replace Radio PL121,5/7/2020,L8U2392,5/7/2020,USD,,,Registered,WDM01126,PT. SIMS JAYA KALTIM,0H64,SOUTHERN KALIMANTAN,TANJUNG,8600096009,2G,G21,0.00,56.96,206.14,74.80,0.00,337.90,0.00,56.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0073094396,YW01,J183_56F-Hose Coolant Leaks-KDP01158,5/7/2020,L8U2325,5/7/2020,USD,,,Registered,KDP01158,PT. MADHANI TALATAH NUSANTARA,0G56,NORTHERN KALIMANTAN,BALIKPAPAN,8600210081,2W,G07,34.21,219.90,170.72,0.00,86.92,511.75,34.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0073094397,YW01,TTT00566 CUTTING EDGE LOOSEN 2 PCS.,5/7/2020,L8U2365,5/7/2020,USD,,,Registered,TTT00566,INTERNAL TRAKINDO TU,0B51,EAST INDONESIA,MAKASAR,8600197094,2W,G07,317.00,131.94,426.80,0.00,133.77,"1,009.51",317.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0075000905,YW03,J21T_FUEL NOZZLE LEAKS EX PO2220000735,5/1/2020,,,IDR,,,In Process,WDM02531,PT. SIMS JAYA KALTIM,0H64,SOUTHERN KALIMANTAN,TANJUNG,8600199996,2W,G53,"8,678,514.00","52,350,000.00",0.00,0.00,0.00,"61,028,514.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0073094137,YW01,S86 Wty_Washer Pump Malfunction,5/1/2020,L8U0837,5/1/2020,USD,C86SC 156462,5/1/2020,Closed,YJW10236,PT. CAKRAWALA PUTRA BERSAMA,0H86,SOUTHERN KALIMANTAN,BATU LICIN,8600178687,2W,G07,0.00,0.00,0.00,0.00,72.01,72.01,0.00,0.00,0.00,0.00,0.00,64.46,0.00,0.00,0.00,0.00,79.80,79.80
0073094213,YW01,J243_PS46113_Replace locknut transmissi,5/4/2020,L8U1192,5/4/2020,USD,C86SC 156589,5/4/2020,Closed,TTT00367,PT. ALIRAN KARYA,0F28,SUMATERA,PALEMBANG,8600191926,2X,G11,142.68,389.76,0.00,0.00,0.00,532.44,142.68,389.76,0.00,0.00,0.00,115.25,389.76,0.00,0.00,0.00,543.96,256.56
0073094214,YW01,J215 - STD - ENGINE CANNOT CRANK T/S,5/4/2020,L8U1196,5/4/2020,USD,C86SC 157056,5/5/2020,Closed,LXJ04664,PT. SUBUR ARUM MAKMUR,0F19,SUMATERA,PEKAN BARU,8600191428,2W,E11,"1,410.07",65.97,85.36,70.20,90.80,"1,722.40","1,410.07",65.97,85.36,70.20,0.00,"1,549.02",73.08,85.36,70.20,0.00,"2,025.81","2,025.81"
0073094215,YW01,J244_REPLACE FUSE BURN OUT,5/4/2020,L8U1194,5/4/2020,USD,C86SC 156590,5/4/2020,Closed,R5A00294,PT. BUKAKA TEKNIK UTAMA TBK,0F23,SUMATERA,PALEMBANG,8600202403,2W,G07,202.06,0.00,0.00,0.00,0.00,202.06,202.06,0.00,0.00,0.00,0.00,163.23,0.00,0.00,0.00,0.00,202.08,202.08
0073094216,YW01,J215 - INJECTOR REP - EKS SVO 8500047778,5/4/2020,L8U1195,5/4/2020,USD,C86SC 156591,5/4/2020,Closed,BZP02617,PT. ROGOMOS TAPIND GROUP,0F19,SUMATERA,PEKAN BARU,8600192387,2W,G27,"1,631.76",263.88,128.04,0.00,173.60,"2,197.28","1,631.76",0.00,0.00,0.00,0.00,"1,318.08",0.00,0.00,0.00,0.00,"1,631.78","1,631.78"
0073094291,YW01,J192 - TTT00467-WTY_Insp.Hyd Oil Ovrheat,5/5/2020,NC73094291,5/5/2020,USD,NC-LOHABIBI,5/5/2020,Closed,TTT00467,INTERNAL TRAKINDO TU,0A37,SOUTHERN KALIMANTAN,PONTIANAK,8600207151,2W,G23,0.00,769.65,213.40,0.00,316.79,"1,299.84",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0073094217,YW01,Unsolicited Settlement EP%37665,5/5/2020,H5Z7272,5/1/2020,USD,86SC 287550,5/4/2020,Closed,SZN20326,INTERNAL TRAKINDO TU,0Z02,TRAKINDO UTAMA,TRAKINDO UTAMA,,,E35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,810.00,-810.00,-810.00
0073094218,YW01,Unsolicited Settlement EP%37666,5/5/2020,H5Z7273,5/1/2020,USD,86SC 287551,5/4/2020,Closed,ZBT01070,INTERNAL TRAKINDO TU,0Z02,TRAKINDO UTAMA,TRAKINDO UTAMA,,,E35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,290.00","-1,290.00","-1,290.00"
0073094219,YW01,Unsolicited Settlement EP%37667,5/5/2020,H5Z7274,5/1/2020,USD,86SC 287552,5/4/2020,Closed,ZBT10797,INTERNAL TRAKINDO TU,0Z02,TRAKINDO UTAMA,TRAKINDO UTAMA,,,E35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,290.00","-1,290.00","-1,290.00"
0073094290,YW01,Unsolicited Settlement EP%37668,5/5/2020,H5Z7275,5/1/2020,USD,86SC 287553,5/4/2020,Closed,ZBT10799,INTERNAL TRAKINDO TU,0Z02,TRAKINDO UTAMA,TRAKINDO UTAMA,,,E35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,290.00","-1,290.00","-1,290.00"
0073094324,YW01,J244_TS Product Link,5/5/2020,L8U1630,5/5/2020,USD,C86SC 157229,5/5/2020,Closed,ME404610,PT. SETIA KARYA TRANSPORT,0F23,SUMATERA,PALEMBANG,8600196727,2W,G07,245.57,0.00,0.00,0.00,0.00,245.57,245.57,0.00,0.00,0.00,0.00,198.36,0.00,0.00,0.00,0.00,245.57,245.57
0073094326,YW01,EXCT62009_INSPECTING MAINFRAME_PI33164,5/6/2020,L8U1781,5/6/2020,USD,C86SC 157666,5/6/2020,Closed,DNR00140,PT. BUKIT MAKMUR MANDIRI UTAMA,0H64,SOUTHERN KALIMANTAN,TANJUNG,8600214135,2X,G13,0.00,85.26,0.00,0.00,0.00,85.26,0.00,85.26,0.00,0.00,0.00,0.00,85.26,0.00,0.00,0.00,85.26,48.72
0073094327,YW01,J21Z PS46527 the 379-3544 cab door,5/6/2020,L8U1802,5/6/2020,USD,C86SC 157413,5/6/2020,Closed,KDP01249,PT. SAPTAINDRA SEJATI,0H45,SOUTHERN KALIMANTAN,BANJARMASIN,8600201247,2X,G11,129.00,225.40,42.68,0.00,487.10,884.18,129.00,109.95,0.00,0.00,300.00,102.75,121.80,0.00,0.00,300.00,559.28,559.28
0073094329,YW01,J21Z PS46527-Reworking the cab door,5/6/2020,L8U1819,5/6/2020,USD,C86SC 157423,5/6/2020,Closed,KDP00734,PT. SAPTAINDRA SEJATI,0H45,SOUTHERN KALIMANTAN,BANJARMASIN,8600201619,2X,G11,145.94,159.43,42.68,0.00,610.10,958.15,145.94,109.95,0.00,0.00,300.00,116.47,121.80,0.00,0.00,300.00,577.64,577.64
0073094328,YW01,EXCT62011_INSPECTING MAINFRAME_PI33164,5/6/2020,L8U1810,5/6/2020,USD,C86SC 157821,5/7/2020,Closed,DNR00143,PT. BUKIT MAKMUR MANDIRI UTAMA,0H64,SOUTHERN KALIMANTAN,TANJUNG,8600214136,2X,G13,0.00,48.72,0.00,0.00,0.00,48.72,0.00,48.72,0.00,0.00,0.00,0.00,48.72,0.00,0.00,0.00,48.72,48.72
0073094360,YW01,J21Z PS46527-Reworking the cab door,5/6/2020,L8U1830,5/6/2020,USD,C86SC 157430,5/6/2020,Closed,KDP00731,PT. SAPTAINDRA SEJATI,0H45,SOUTHERN KALIMANTAN,BANJARMASIN,8600201621,2X,G11,145.94,159.43,42.68,0.00,610.10,958.15,145.94,109.95,0.00,0.00,300.00,116.47,121.80,0.00,0.00,300.00,577.64,577.64
